Gene stable ID,Brain,Colon,Esophagus,Heart,Kidney,Liver,Pancreas,Stomach,Gene type
ENSG00000295661,0.0024867102,0.011371135,0.0064964495,0.004790573,0.005400739,0.0105413515,0.006075951,0.0042533055,lncRNA
ENSG00000295662,0.097986765,0.04848029,0.04573416,0.030383302,0.076297045,0.017667303,0.03823601,0.049586806,lncRNA
ENSG00000295663,0.004797725,0.0038624357,0.002638043,0.001354171,0.0022284,0.0011321206,0.0014216328,0.0019905153,lncRNA
ENSG00000295664,0.028151998,0.004604403,0.0041177864,0.0011799101,16.439507,0.009115291,0.0048759296,0.002764328,lncRNA
ENSG00000295665,0.034864396,0.070850626,0.059254114,0.03183135,0.023593616,0.056321904,0.028942615,0.037178565,lncRNA
ENSG00000295666,0.051972102,0.014569973,0.009469203,0.0093240775,0.005941565,0.0068627023,0.019916365,0.02135386,lncRNA
ENSG00000295667,0.31841135,0.33186164,0.25528482,0.17188063,0.24242125,0.15250908,0.1765842,0.29912072,lncRNA
ENSG00000295669,0.008286474,0.007849735,0.008494499,0.0056787473,0.006794765,0.0015655425,0.010049565,0.008595623,lncRNA
ENSG00000295670,0.027600117,0.028238775,0.008843734,0.019124066,0.004532287,0.0069560427,0.025014529,0.0107584195,lncRNA
ENSG00000295671,1.211477,0.065257885,0.03286543,0.009368711,0.329403,0.038165726,0.47212192,0.25314352,lncRNA
ENSG00000295672,0.066818155,0.039489828,0.036794215,0.026720684,0.13117094,0.17238659,0.106653094,0.09077204,lncRNA
ENSG00000295673,0.00027255598,0.00033521405,0.000128455,0.00019799233,0.001359513,0.0,0.0001950104,0.0,lncRNA
ENSG00000295674,0.008768627,0.0013934249,0.0021986146,0.003971907,0.00059218257,0.0015365497,0.00045694792,0.0014986049,lncRNA
ENSG00000295675,0.0061000646,0.025106013,0.026493357,0.0018192026,0.020355888,0.03278409,0.006007034,0.06862861,lncRNA
ENSG00000295676,0.14575021,0.030289892,0.027655873,0.014915378,0.03866038,0.006854039,0.020522524,0.022835907,lncRNA
ENSG00000295677,0.12195992,0.0013350334,0.0010720368,0.0021930777,0.0010242522,0.0019643405,0.00031945834,0.0005757149,lncRNA
ENSG00000295678,0.27867934,0.1426922,0.15019646,0.082081914,0.08311441,0.01836384,0.028196141,0.08160491,lncRNA
ENSG00000295679,0.0005258992,0.0016295232,0.0018444892,0.0009001161,0.00053866085,0.00082257093,0.00042604687,0.0011955723,lncRNA
ENSG00000295680,0.0070471927,0.10758404,0.014698734,0.03554462,0.44924697,0.0024165781,1.4226297,0.17901929,lncRNA
ENSG00000295681,0.7223113,0.037112188,0.03653991,0.010398231,0.008639696,0.0064144647,0.005546935,0.02578739,lncRNA
ENSG00000295682,0.019685008,0.056008227,0.04994512,0.025864536,0.032899573,0.023203965,0.016004391,0.03436568,lncRNA
ENSG00000295683,0.00461522,0.0016847536,0.0013770204,0.00041136364,0.0013040609,0.0012545673,0.00022474478,0.0006679226,lncRNA
